,type,start,end,time(s)
900_30_3,TANDEM,900,900,0.8958473205566406
900_30_4,TRANSLOCATION,672,0,1.214277744293213
900_35_0,TRANSLOCATION,606,0,1.3475117683410645
900_35_1,TRANSLOCATION,746,0,1.0380754470825195
900_35_2,TANDEM,900,900,0.9962151050567627
900_35_3,TRANSLOCATION,703,0,0.925034761428833
900_35_4,TRANSLOCATION,722,0,0.9506430625915527
900_40_0,TRANSLOCATION,675,0,0.7280387878417969
900_40_1,INVERSION,900,900,0.803741455078125
900_40_2,TRANSLOCATION,777,0,0.8863070011138916
900_40_3,TRANSLOCATION,770,0,0.8145444393157959
900_40_4,TRANSLOCATION,809,0,0.7787168025970459
900_45_0,TRANSLOCATION,645,0,0.9471867084503174
900_45_1,TRANSLOCATION,733,0,0.8628830909729004
900_45_2,TANDEM,900,900,0.7840793132781982
900_45_3,TRANSLOCATION,621,0,0.9411587715148926
900_45_4,TRANSLOCATION,826,0,1.1705718040466309
900_50_0,TRANSLOCATION,782,0,0.9758975505828857
900_50_1,TRANSLOCATION,791,0,0.7720520496368408
900_50_2,TRANSLOCATION,695,0,0.686147928237915
900_50_3,TRANSLOCATION,658,0,0.9226424694061279
900_50_4,TRANSLOCATION,794,0,0.9365665912628174
900_55_0,TRANSLOCATION,626,0,0.7387146949768066
900_55_1,TRANSLOCATION,757,0,0.6599993705749512
900_55_2,TRANSLOCATION,702,0,0.8037862777709961
900_55_3,TRANSLOCATION,626,0,0.5961601734161377
900_55_4,TRANSLOCATION,669,0,0.5561068058013916
900_60_0,TRANSLOCATION,761,0,0.7163608074188232
900_60_1,TRANSLOCATION,704,0,0.8228707313537598
900_60_2,TRANSLOCATION,651,0,0.8107056617736816
900_60_3,TRANSLOCATION,624,0,0.7785418033599854
900_60_4,TRANSLOCATION,609,0,0.5964674949645996
900_65_0,TRANSLOCATION,771,0,0.8845560550689697
900_65_1,TRANSLOCATION,829,0,0.5751945972442627
900_65_2,TRANSLOCATION,788,0,0.6205499172210693
900_65_3,TRANSLOCATION,592,0,0.7371153831481934
900_65_4,TRANSLOCATION,679,0,0.5189883708953857
900_70_0,TRANSLOCATION,616,0,0.6661622524261475
900_70_1,TRANSLOCATION,692,0,0.4798619747161865
900_70_2,TRANSLOCATION,692,0,0.5100879669189453
900_70_3,TANDEM,900,900,0.5349411964416504
900_70_4,TRANSLOCATION,601,0,0.7544150352478027
900_75_0,TRANSLOCATION,638,0,0.7704381942749023
900_75_1,TRANSLOCATION,713,0,0.49370241165161133
900_75_2,TRANSLOCATION,782,0,0.44099926948547363
900_75_3,TRANSLOCATION,746,0,0.6711833477020264
900_75_4,TRANSLOCATION,763,0,0.5236396789550781
1000_30_0,TRANSLOCATION,905,0,1.2353668212890625
1000_30_1,TRANSLOCATION,712,0,1.3677928447723389
1000_30_2,TRANSLOCATION,954,0,1.6599385738372803
1000_30_3,TRANSLOCATION,853,0,1.140275001525879
1000_30_4,TRANSLOCATION,868,0,1.4576547145843506
1000_35_0,TRANSLOCATION,659,0,1.597900629043579
1000_35_1,TRANSLOCATION,744,0,1.0112874507904053
1000_35_2,TRANSLOCATION,903,0,1.711897611618042
1000_35_3,TRANSLOCATION,710,0,1.0324571132659912
1000_35_4,TRANSLOCATION,886,0,1.5156314373016357
1000_40_0,TRANSLOCATION,761,0,1.1609091758728027
1000_40_1,TRANSLOCATION,904,0,1.049748182296753
1000_40_2,TRANSLOCATION,691,0,1.3422143459320068
1000_40_3,TRANSLOCATION,747,0,0.970283031463623
1000_40_4,TRANSLOCATION,933,0,1.1467037200927734
1000_45_0,TRANSLOCATION,814,0,0.7854018211364746
1000_45_1,TRANSLOCATION,690,0,0.9133768081665039
1000_45_2,TRANSLOCATION,688,0,1.0494332313537598
1000_45_3,TRANSLOCATION,894,0,0.8365626335144043
1000_45_4,TRANSLOCATION,758,0,0.8279838562011719
1000_50_0,TRANSLOCATION,702,0,0.7943005561828613
1000_50_1,TRANSLOCATION,685,0,0.7173211574554443
1000_50_2,TRANSLOCATION,893,0,0.6653773784637451
1000_50_3,TRANSLOCATION,817,0,1.171504020690918
1000_50_4,TRANSLOCATION,775,0,0.7678349018096924
1000_55_0,TRANSLOCATION,928,0,0.9718947410583496
1000_55_1,TRANSLOCATION,741,0,0.9916691780090332
1000_55_2,TRANSLOCATION,866,0,0.6803698539733887
1000_55_3,TRANSLOCATION,909,0,0.8320550918579102
1000_55_4,TRANSLOCATION,728,0,0.9126098155975342
1000_60_0,TRANSLOCATION,869,0,0.9564976692199707
1000_60_1,TRANSLOCATION,871,0,0.8236699104309082
1000_60_2,TRANSLOCATION,865,0,0.6945884227752686
1000_60_3,TRANSLOCATION,916,0,0.9098832607269287
1000_60_4,TRANSLOCATION,734,0,0.6934115886688232
1000_65_0,TRANSLOCATION,927,0,0.5738744735717773
1000_65_1,TRANSLOCATION,848,0,0.7820980548858643
1000_65_2,TRANSLOCATION,687,0,0.5869491100311279
1000_65_3,TRANSLOCATION,681,0,0.975294828414917
1000_65_4,TRANSLOCATION,915,0,0.6635072231292725
1000_70_0,TRANSLOCATION,825,0,0.6908614635467529
1000_70_1,TRANSLOCATION,801,0,0.5904028415679932
1000_70_2,TRANSLOCATION,750,0,0.707611083984375
1000_70_3,TRANSLOCATION,870,0,0.7100472450256348
1000_70_4,TRANSLOCATION,679,0,0.7933814525604248
1000_75_0,TRANSLOCATION,764,0,0.636671781539917
1000_75_1,TRANSLOCATION,904,0,0.5890884399414062
1000_75_2,TRANSLOCATION,870,0,0.9528958797454834
1000_75_3,TRANSLOCATION,783,0,0.8139050006866455
1000_75_4,TRANSLOCATION,875,0,0.6333556175231934
1100_30_0,TRANSLOCATION,998,0,1.447242021560669
1100_30_1,TRANSLOCATION,783,0,1.7766053676605225
1100_30_2,TRANSLOCATION,766,0,1.618774175643921
1100_30_3,TRANSLOCATION,746,0,1.6194713115692139
1100_30_4,TRANSLOCATION,769,0,1.6296966075897217
1100_35_0,TRANSLOCATION,741,0,1.0383384227752686
1100_35_1,TRANSLOCATION,967,0,1.0698180198669434
1100_35_2,TRANSLOCATION,802,0,1.0918326377868652
1100_35_3,TRANSLOCATION,739,0,1.0367870330810547
1100_35_4,TRANSLOCATION,758,0,1.0626881122589111
1100_40_0,TRANSLOCATION,924,0,1.0201778411865234
1100_40_1,TRANSLOCATION,974,0,1.5844519138336182
1100_40_2,TRANSLOCATION,866,0,1.025301456451416
1100_40_3,TRANSLOCATION,870,0,0.9360175132751465
1100_40_4,TRANSLOCATION,1025,0,1.3925578594207764
1100_45_0,TRANSLOCATION,899,0,1.034376859664917
1100_45_1,TRANSLOCATION,959,0,0.9314727783203125
1100_45_2,TRANSLOCATION,918,0,1.1921865940093994
1100_45_3,TRANSLOCATION,958,0,0.9406147003173828
1100_45_4,TRANSLOCATION,939,0,1.2815735340118408
1100_50_0,TRANSLOCATION,888,0,0.9940235614776611
1100_50_1,TRANSLOCATION,791,0,0.8190493583679199
1100_50_2,TRANSLOCATION,933,0,0.8396427631378174
1100_50_3,TANDEM,1100,1100,1.0137217044830322
1100_50_4,TRANSLOCATION,742,0,1.2156145572662354
1100_55_0,TRANSLOCATION,886,0,1.1004164218902588
1100_55_1,TRANSLOCATION,1020,0,1.1706960201263428
1100_55_2,TANDEM,1100,1100,0.7180190086364746
1100_55_3,TRANSLOCATION,996,0,1.026975154876709
1100_55_4,TRANSLOCATION,1017,0,0.7542831897735596
1100_60_0,TRANSLOCATION,800,0,0.8812727928161621
1100_60_1,TRANSLOCATION,799,0,0.6611084938049316
1100_60_2,TRANSLOCATION,737,0,0.8315186500549316
1100_60_3,TRANSLOCATION,897,0,0.8437654972076416
1100_60_4,TRANSLOCATION,994,0,0.8115472793579102
1100_65_0,TRANSLOCATION,817,0,0.9512825012207031
1100_65_1,TRANSLOCATION,769,0,1.0421056747436523
1100_65_2,TRANSLOCATION,973,0,0.706000566482544
1100_65_3,TANDEM,1100,1100,0.7398672103881836
1100_65_4,TRANSLOCATION,890,0,1.2719671726226807
1100_70_0,TRANSLOCATION,794,0,0.7579684257507324
1100_70_1,TRANSLOCATION,803,0,0.857062816619873
1100_70_2,TRANSLOCATION,1014,0,0.7514035701751709
1100_70_3,TRANSLOCATION,931,0,0.898482084274292
1100_70_4,TRANSLOCATION,883,0,0.7197530269622803
1100_75_0,TRANSLOCATION,826,0,0.6360235214233398
1100_75_1,TRANSLOCATION,812,0,0.6902594566345215
1100_75_2,TRANSLOCATION,754,0,1.0748441219329834
1100_75_3,TANDEM,1100,1100,0.6358151435852051
1100_75_4,TANDEM,1100,1100,0.6215803623199463
1200_30_0,TANDEM,1200,1200,1.5238254070281982
1200_30_1,TRANSLOCATION,1030,0,2.0145504474639893
1200_30_2,TRANSLOCATION,963,0,1.3093593120574951
1200_30_3,TRANSLOCATION,894,0,1.878706693649292
1200_30_4,TRANSLOCATION,1113,0,1.3049805164337158
1200_35_0,TRANSLOCATION,1039,0,1.6307554244995117
1200_35_1,TRANSLOCATION,957,0,1.474043846130371
1200_35_2,TRANSLOCATION,1048,0,1.1605134010314941
1200_35_3,TRANSLOCATION,1087,0,1.8138537406921387
1200_35_4,TRANSLOCATION,961,0,1.2417960166931152
1200_40_0,TRANSLOCATION,915,0,1.3305473327636719
1200_40_1,TRANSLOCATION,1004,0,1.712597370147705
1200_40_2,TRANSLOCATION,1028,0,1.7449612617492676
1200_40_3,TRANSLOCATION,789,0,1.121974229812622
1200_40_4,TRANSLOCATION,846,0,1.7293553352355957
1200_45_0,TRANSLOCATION,1039,0,1.087730884552002
1200_45_1,TANDEM,1200,1200,0.9217188358306885
1200_45_2,TRANSLOCATION,1058,0,1.4471795558929443
1200_45_3,TRANSLOCATION,998,0,1.2111258506774902
1200_45_4,TANDEM,1200,1200,1.0231883525848389
1200_50_0,TRANSLOCATION,953,0,1.5337862968444824
1200_50_1,TRANSLOCATION,1096,0,1.2164347171783447
1200_50_2,TRANSLOCATION,810,0,1.307206153869629
1200_50_3,TRANSLOCATION,1097,0,1.1041955947875977
1200_50_4,TRANSLOCATION,1100,0,1.095728874206543
1200_55_0,TRANSLOCATION,1038,0,1.1485459804534912
1200_55_1,TRANSLOCATION,1000,0,1.2249579429626465
1200_55_2,TRANSLOCATION,995,0,1.1364753246307373
1200_55_3,TRANSLOCATION,1010,0,1.1701624393463135
1200_55_4,TRANSLOCATION,868,0,1.2977805137634277
1200_60_0,TRANSLOCATION,1089,0,1.0490360260009766
1200_60_1,TRANSLOCATION,967,0,1.2305147647857666
1200_60_2,TRANSLOCATION,905,0,0.9782326221466064
1200_60_3,TRANSLOCATION,1128,0,1.1892600059509277
1200_60_4,TRANSLOCATION,908,0,0.8903920650482178
1200_65_0,TRANSLOCATION,966,0,1.4057376384735107
1200_65_1,TRANSLOCATION,843,0,1.1725640296936035
1200_65_2,TRANSLOCATION,1102,0,1.0151565074920654
1200_65_3,TRANSLOCATION,804,0,0.8607008457183838
1200_65_4,TRANSLOCATION,848,0,1.0950980186462402
1200_70_0,TRANSLOCATION,896,0,0.819047212600708
1200_70_1,TRANSLOCATION,1050,0,0.761939525604248
1200_70_2,TRANSLOCATION,1074,0,0.909468412399292
1200_70_3,TRANSLOCATION,874,0,0.9274988174438477
1200_70_4,TRANSLOCATION,1021,0,0.942995548248291
1200_75_0,TRANSLOCATION,872,0,0.8957295417785645
1200_75_1,TANDEM,1200,1200,0.7377834320068359
1200_75_2,TRANSLOCATION,1065,0,0.988375186920166
1200_75_3,TRANSLOCATION,806,0,0.9122538566589355
1200_75_4,TRANSLOCATION,792,0,1.0873744487762451
1300_30_0,TRANSLOCATION,1078,0,1.8511955738067627
1300_30_1,TRANSLOCATION,1048,0,2.5299391746520996
1300_30_2,TRANSLOCATION,1204,0,2.148221731185913
1300_30_3,TRANSLOCATION,1209,0,1.742682933807373
1300_30_4,TRANSLOCATION,943,0,1.63309645652771
1300_35_0,TRANSLOCATION,1020,0,1.3254516124725342
1300_35_1,TRANSLOCATION,1128,0,1.3950281143188477
1300_35_2,TRANSLOCATION,1008,0,1.6858644485473633
1300_35_3,TRANSLOCATION,1117,0,1.753908395767212
1300_35_4,TRANSLOCATION,1148,0,2.0247416496276855
1300_40_0,TRANSLOCATION,1006,0,1.6732406616210938
1300_40_1,TRANSLOCATION,1102,0,1.4186077117919922
1300_40_2,TRANSLOCATION,1039,0,1.1949410438537598
1300_40_3,TRANSLOCATION,1095,0,1.8993895053863525
1300_40_4,TRANSLOCATION,1034,0,1.775758981704712
1300_45_0,TRANSLOCATION,909,0,1.8435893058776855
1300_45_1,TRANSLOCATION,1083,0,1.3041746616363525
1300_45_2,TRANSLOCATION,924,0,1.7368805408477783
1300_45_3,TRANSLOCATION,1166,0,1.3748900890350342
1300_45_4,TANDEM,1300,1300,1.251328468322754
1300_50_0,TRANSLOCATION,1074,0,1.2888293266296387
1300_50_1,TRANSLOCATION,851,0,1.6304750442504883
1300_50_2,TRANSLOCATION,1081,0,1.4554386138916016
1300_50_3,TRANSLOCATION,1167,0,1.2741785049438477
1300_50_4,TRANSLOCATION,917,0,1.3881185054779053
1300_55_0,TRANSLOCATION,1071,0,1.2279558181762695
1300_55_1,TRANSLOCATION,1196,0,1.2025954723358154
1300_55_2,TRANSLOCATION,945,0,1.334134578704834
1300_55_3,TRANSLOCATION,1180,0,1.2000751495361328
1300_55_4,TRANSLOCATION,1071,0,1.612368106842041
1300_60_0,TRANSLOCATION,933,0,1.5784838199615479
1300_60_1,TRANSLOCATION,1072,0,1.2400786876678467
1300_60_2,TRANSLOCATION,1151,0,1.5909252166748047
1300_60_3,INSERTION_BIGGER,1300,1300,1.033578634262085
1300_60_4,TRANSLOCATION,908,0,1.2191522121429443
1300_65_0,TRANSLOCATION,1049,0,1.008613109588623
1300_65_1,TRANSLOCATION,983,0,0.9049866199493408
1300_65_2,TRANSLOCATION,925,0,1.6786222457885742
1300_65_3,TRANSLOCATION,1118,0,1.2178635597229004
1300_65_4,TRANSLOCATION,1173,0,1.096470832824707
1300_70_0,TRANSLOCATION,1057,0,1.4767498970031738
1300_70_1,TRANSLOCATION,1094,0,0.8384099006652832
1300_70_2,TRANSLOCATION,949,0,1.341768741607666
1300_70_3,TRANSLOCATION,955,0,1.084479570388794
1300_70_4,TRANSLOCATION,934,0,1.1259689331054688
1300_75_0,TRANSLOCATION,997,0,1.15718674659729
1300_75_1,TRANSLOCATION,1076,0,0.9307377338409424
1300_75_2,TANDEM,1300,1300,0.9229385852813721
1300_75_3,TRANSLOCATION,986,0,0.9773175716400146
1300_75_4,TRANSLOCATION,1034,0,0.9527587890625
1400_30_0,TRANSLOCATION,1196,0,2.862243890762329
1400_30_1,TRANSLOCATION,1097,0,1.9170045852661133
1400_30_2,TRANSLOCATION,1107,0,2.2738754749298096
1400_30_3,TRANSLOCATION,1047,0,2.3331964015960693
1400_30_4,TRANSLOCATION,938,0,1.819267749786377
1400_35_0,TRANSLOCATION,1083,0,2.0672450065612793
1400_35_1,TRANSLOCATION,1233,0,1.7113368511199951
1400_35_2,TRANSLOCATION,1117,0,2.109126567840576
1400_35_3,TRANSLOCATION,1218,0,1.6084249019622803
1400_35_4,TRANSLOCATION,1100,0,1.7177910804748535
1400_40_0,TRANSLOCATION,1309,0,2.021111249923706
1400_40_1,TRANSLOCATION,1156,0,1.6814298629760742
1400_40_2,TRANSLOCATION,1186,0,1.4538331031799316
1400_40_3,TRANSLOCATION,945,0,1.4931020736694336
1400_40_4,TRANSLOCATION,984,0,2.0293290615081787
1400_45_0,TRANSLOCATION,1220,0,1.5002405643463135
1400_45_1,TRANSLOCATION,1204,0,1.6191275119781494
1400_45_2,TRANSLOCATION,968,0,1.9031670093536377
1400_45_3,TRANSLOCATION,923,0,1.3904104232788086
1400_45_4,TRANSLOCATION,1091,0,1.814115047454834
1400_50_0,TRANSLOCATION,983,0,1.350468635559082
1400_50_1,TRANSLOCATION,1147,0,1.2137138843536377
1400_50_2,TANDEM,1400,1400,1.5056111812591553
1400_50_3,TRANSLOCATION,1193,0,1.4395785331726074
1400_50_4,TRANSLOCATION,1225,0,1.9132602214813232
1400_55_0,TRANSLOCATION,1183,0,1.3347537517547607
1400_55_1,TRANSLOCATION,984,0,1.7753674983978271
