,type,start,end,time(s)
500_65_2,INSERTION_BIGGER,376,376,0.2680544853210449
500_65_3,TRANSLOCATION,98,0,0.2943761348724365
500_65_4,INSERTION_SMALLER,333,334,0.32702016830444336
500_70_0,TANDEM,210,209,0.48343586921691895
500_70_1,INSERTION_SMALLER,121,123,0.3253445625305176
500_70_2,TANDEM,306,307,0.36316823959350586
500_70_3,INSERTION_SMALLER,132,135,0.2659025192260742
500_70_4,INSERTION_SMALLER,308,309,0.3410022258758545
500_75_0,INSERTION_SMALLER,196,222,0.3435041904449463
500_75_1,INSERTION_SMALLER,305,306,0.26447224617004395
500_75_2,INSERTION_SMALLER,367,368,0.3116147518157959
500_75_3,TRANSLOCATION,262,0,0.32557225227355957
500_75_4,TRANSLOCATION,366,0,0.3137781620025635
600_30_0,INSERTION_SMALLER,143,145,0.6958878040313721
600_30_1,INSERTION_SMALLER,330,331,0.8520114421844482
600_30_2,INSERTION_SMALLER,321,322,0.6760985851287842
600_30_3,TRANSLOCATION,194,0,0.6865963935852051
600_30_4,INSERTION_SMALLER,79,80,0.9986512660980225
600_35_0,TRANSLOCATION,255,0,0.7788071632385254
600_35_1,INSERTION_SMALLER,428,430,0.7893908023834229
600_35_2,TANDEM,476,477,0.8240463733673096
600_35_3,INSERTION_SMALLER,458,460,0.6484301090240479
600_35_4,INSERTION_SMALLER,210,211,0.854231595993042
600_40_0,TANDEM,506,507,0.6962699890136719
600_40_1,INSERTION_SMALLER,383,385,0.9646165370941162
600_40_2,TANDEM,205,188,0.9007022380828857
600_40_3,TANDEM,95,96,0.6585831642150879
600_40_4,INSERTION_SMALLER,271,272,0.8216941356658936
600_45_0,INSERTION_SMALLER,517,518,0.6583340167999268
600_45_1,INSERTION_SMALLER,331,338,0.5595693588256836
600_45_2,INSERTION_SMALLER,378,379,0.7351436614990234
600_45_3,INSERTION_SMALLER,120,123,0.7186810970306396
600_45_4,TANDEM,105,106,0.5998318195343018
600_50_0,INSERTION_SMALLER,310,316,0.5116579532623291
600_50_1,INSERTION_SMALLER,482,484,0.6428797245025635
600_50_2,INSERTION_SMALLER,206,208,0.573411226272583
600_50_3,TRANSLOCATION,431,0,0.5901684761047363
600_50_4,INSERTION_SMALLER,234,236,0.4470958709716797
600_55_0,INSERTION_SMALLER,97,98,0.56229567527771
600_55_1,INSERTION_SMALLER,282,283,0.5695457458496094
600_55_2,INSERTION_SMALLER,226,227,0.46617841720581055
600_55_3,INSERTION_SMALLER,146,147,0.5382540225982666
600_55_4,INVERSION,217,216,0.5309603214263916
600_60_0,INSERTION_SMALLER,296,297,0.4760701656341553
600_60_1,INSERTION_SMALLER,128,129,0.3964982032775879
600_60_2,INSERTION_SMALLER,106,113,0.5345818996429443
600_60_3,INVERSION,269,284,0.4436657428741455
600_60_4,INSERTION_SMALLER,285,286,0.46404314041137695
600_65_0,INSERTION_SMALLER,403,417,0.44885778427124023
600_65_1,TRANSLOCATION,320,0,0.43613147735595703
600_65_2,INSERTION_SMALLER,359,361,0.3458139896392822
600_65_3,INSERTION_SMALLER,99,114,0.6341018676757812
600_65_4,TRANSLOCATION,443,0,0.3330416679382324
600_70_0,INSERTION_SMALLER,414,430,0.3238694667816162
600_70_1,INSERTION_SMALLER,170,188,0.3590357303619385
600_70_2,INSERTION_SMALLER,287,316,0.4102194309234619
600_70_3,INSERTION_SMALLER,435,452,0.5906174182891846
600_70_4,INSERTION_SMALLER,272,275,0.4231526851654053
600_75_0,INSERTION_SMALLER,227,230,0.5169734954833984
600_75_1,INSERTION_SMALLER,293,305,0.49312877655029297
600_75_2,INSERTION_SMALLER,199,200,0.4892604351043701
600_75_3,INSERTION_SMALLER,420,431,0.4749884605407715
600_75_4,INSERTION_SMALLER,332,342,0.34171533584594727
700_30_0,INSERTION_SMALLER,444,455,0.9629597663879395
700_30_1,TRANSLOCATION,272,0,1.0607731342315674
700_30_2,INSERTION_SMALLER,299,300,1.3661656379699707
700_30_3,INSERTION_SMALLER,283,289,0.9132962226867676
700_30_4,TANDEM,282,277,1.030858039855957
700_35_0,INSERTION_SMALLER,328,329,1.0344970226287842
700_35_1,INSERTION_SMALLER,480,481,0.7628390789031982
700_35_2,INSERTION_SMALLER,550,551,0.9253931045532227
700_35_3,TRANSLOCATION,536,0,1.0082242488861084
700_35_4,INSERTION_SMALLER,418,420,0.9994490146636963
700_40_0,INSERTION_SMALLER,227,229,1.264744520187378
700_40_1,INSERTION_SMALLER,333,347,0.9164235591888428
700_40_2,INSERTION_SMALLER,578,579,0.8373024463653564
700_40_3,TRANSLOCATION,376,0,0.7053003311157227
700_40_4,INSERTION_SMALLER,424,428,0.8946356773376465
700_45_0,INVERSION,394,392,0.5742514133453369
700_45_1,INSERTION_SMALLER,106,107,0.6110975742340088
700_45_2,INSERTION_SMALLER,561,562,0.7663300037384033
700_45_3,INSERTION_SMALLER,497,498,0.7907853126525879
700_45_4,INSERTION_SMALLER,128,129,1.0039215087890625
700_50_0,TRANSLOCATION,356,0,0.5496935844421387
700_50_1,INSERTION_SMALLER,148,150,0.6913175582885742
700_50_2,INSERTION_SMALLER,477,500,1.0503244400024414
700_50_3,TANDEM,503,505,1.2339179515838623
700_50_4,INSERTION_SMALLER,442,445,0.7910416126251221
700_55_0,INSERTION_BIGGER,310,311,0.5266087055206299
700_55_1,INSERTION_SMALLER,451,452,0.5559873580932617
700_55_2,TANDEM,441,443,0.9079365730285645
700_55_3,INSERTION_SMALLER,354,355,0.8914213180541992
700_55_4,INSERTION_SMALLER,515,516,0.5313642024993896
700_60_0,TRANSLOCATION,576,0,0.478771448135376
700_60_1,INSERTION_SMALLER,260,263,0.5135188102722168
700_60_2,INSERTION_SMALLER,195,212,0.6273226737976074
700_60_3,INSERTION_SMALLER,141,142,0.5551667213439941
700_60_4,INSERTION_SMALLER,537,540,0.7518219947814941
700_65_0,TANDEM,356,357,0.8795106410980225
700_65_1,TANDEM,518,521,0.6427052021026611
700_65_2,INSERTION_SMALLER,316,318,0.5693631172180176
700_65_3,TANDEM,271,273,0.5355358123779297
700_65_4,INSERTION_SMALLER,347,348,0.5550525188446045
700_70_0,INSERTION_SMALLER,261,262,0.7761397361755371
700_70_1,INSERTION_SMALLER,393,394,0.5866320133209229
700_70_2,TRANSLOCATION,234,0,0.5340662002563477
700_70_3,INSERTION_SMALLER,268,269,0.5703954696655273
700_70_4,INSERTION_SMALLER,387,394,0.38674020767211914
700_75_0,INSERTION_SMALLER,246,247,0.49807071685791016
700_75_1,INSERTION_SMALLER,260,291,0.37416672706604004
700_75_2,INSERTION_SMALLER,174,204,0.6058833599090576
700_75_3,INSERTION_SMALLER,193,195,0.44991469383239746
700_75_4,INSERTION_SMALLER,457,458,0.47493696212768555
800_30_0,INSERTION_SMALLER,204,206,1.2723088264465332
800_30_1,INSERTION_SMALLER,418,428,1.2426776885986328
800_30_2,INSERTION_SMALLER,137,138,1.2361810207366943
800_30_3,TRANSLOCATION,501,0,0.9823887348175049
800_30_4,INSERTION_SMALLER,245,246,1.0820307731628418
800_35_0,INSERTION_SMALLER,488,501,1.149460792541504
800_35_1,INSERTION_SMALLER,674,675,1.0428640842437744
800_35_2,INSERTION_SMALLER,495,497,0.7947478294372559
800_35_3,INSERTION_SMALLER,647,668,0.9991772174835205
800_35_4,INSERTION_SMALLER,150,151,0.9326608180999756
800_40_0,INSERTION_SMALLER,697,698,0.9165966510772705
800_40_1,TANDEM,497,483,1.247265100479126
800_40_2,INSERTION_SMALLER,166,185,1.0105600357055664
800_40_3,INVERSION,657,656,1.3124103546142578
800_40_4,INSERTION_SMALLER,265,266,0.9505865573883057
800_45_0,INSERTION_SMALLER,151,169,0.6459577083587646
800_45_1,INSERTION_SMALLER,516,518,0.8205013275146484
800_45_2,INSERTION_SMALLER,245,247,0.6688482761383057
800_45_3,TANDEM,541,525,0.7939109802246094
800_45_4,INSERTION_SMALLER,649,650,0.9391722679138184
800_50_0,INSERTION_SMALLER,147,149,0.7030847072601318
800_50_1,INSERTION_SMALLER,243,244,0.881380558013916
800_50_2,TRANSLOCATION,478,0,0.9350759983062744
800_50_3,TANDEM,374,375,0.9975318908691406
800_50_4,INSERTION_SMALLER,167,171,0.7092530727386475
800_55_0,DELETION,411,425,0.6027379035949707
800_55_1,INSERTION_SMALLER,185,215,1.0122647285461426
800_55_2,INSERTION_SMALLER,499,503,1.158756971359253
800_55_3,INSERTION_SMALLER,505,506,0.6531693935394287
800_55_4,TANDEM,252,254,0.8513224124908447
800_60_0,INSERTION_SMALLER,594,596,0.6845455169677734
800_60_1,TANDEM,289,290,0.8169732093811035
800_60_2,TRANSLOCATION,403,0,0.8135826587677002
800_60_3,INVERSION,413,412,0.6864042282104492
800_60_4,INSERTION_SMALLER,509,539,0.750330924987793
800_65_0,TANDEM,353,355,0.8591105937957764
800_65_1,TRANSLOCATION,542,0,0.7636892795562744
800_65_2,INSERTION_SMALLER,406,419,0.5816221237182617
800_65_3,TANDEM,526,527,0.7012379169464111
800_65_4,INSERTION_BIGGER,488,505,0.7822561264038086
800_70_0,INSERTION_SMALLER,587,606,0.5329720973968506
800_70_1,INSERTION_SMALLER,369,372,0.6090083122253418
800_70_2,INSERTION_SMALLER,301,333,0.6027605533599854
800_70_3,INSERTION_SMALLER,504,506,0.4910697937011719
800_70_4,INSERTION_SMALLER,461,463,0.7314963340759277
800_75_0,TANDEM,582,583,0.8898453712463379
800_75_1,INSERTION_SMALLER,468,499,0.7177064418792725
800_75_2,INSERTION_SMALLER,284,287,0.4601776599884033
800_75_3,INSERTION_SMALLER,522,523,0.653489351272583
800_75_4,TANDEM,470,447,0.7334814071655273
900_30_0,INSERTION_SMALLER,263,264,1.3394191265106201
900_30_1,INSERTION_SMALLER,685,686,2.1496074199676514
900_30_2,INSERTION_SMALLER,143,144,1.5038378238677979
900_30_3,INSERTION_SMALLER,602,603,1.701930284500122
900_30_4,INSERTION_SMALLER,124,125,1.4964077472686768
900_35_0,INSERTION_SMALLER,686,689,1.6867585182189941
900_35_1,TANDEM,503,504,1.159731388092041
900_35_2,INVERSION,113,112,1.6135594844818115
900_35_3,INSERTION_SMALLER,481,501,1.4437353610992432
900_35_4,INSERTION_SMALLER,765,767,1.5118536949157715
900_40_0,INSERTION_SMALLER,289,291,1.402402400970459
900_40_1,INSERTION_SMALLER,641,664,1.652787208557129
900_40_2,INSERTION_SMALLER,239,252,0.9554250240325928
900_40_3,TANDEM,740,726,1.6361515522003174
900_40_4,INSERTION_SMALLER,295,299,1.0427379608154297
900_45_0,INSERTION_SMALLER,269,309,1.0753357410430908
900_45_1,INSERTION_SMALLER,175,176,0.8020234107971191
900_45_2,INSERTION_SMALLER,531,555,1.366847276687622
900_45_3,TANDEM,334,335,1.003654956817627
900_45_4,TRANSLOCATION,614,0,0.9578156471252441
900_50_0,INSERTION_SMALLER,148,164,0.8526031970977783
900_50_1,INSERTION_SMALLER,765,768,1.2271616458892822
900_50_2,INSERTION_SMALLER,129,154,1.2787127494812012
900_50_3,INSERTION_SMALLER,199,211,0.8601698875427246
900_50_4,INSERTION_SMALLER,489,500,0.8860547542572021
900_55_0,TANDEM,234,237,1.0736298561096191
900_55_1,INSERTION_SMALLER,522,542,0.879112720489502
900_55_2,TANDEM,592,579,0.876387357711792
900_55_3,INVERSION,527,526,1.2958784103393555
900_55_4,TANDEM,204,205,0.9290347099304199
900_60_0,INSERTION_SMALLER,900,900,0.8198606967926025
900_60_1,INSERTION_SMALLER,464,465,1.1976664066314697
900_60_2,INSERTION_SMALLER,153,188,0.6324679851531982
900_60_3,INSERTION_SMALLER,718,734,0.7007181644439697
900_60_4,TRANSLOCATION,545,0,0.8212049007415771
900_65_0,INSERTION_SMALLER,259,262,0.902428150177002
900_65_1,INSERTION_SMALLER,503,505,0.7975144386291504
900_65_2,INSERTION_SMALLER,373,374,0.7345590591430664
900_65_3,INSERTION_SMALLER,154,155,0.7677052021026611
900_65_4,INSERTION_SMALLER,405,407,0.8253533840179443
900_70_0,INSERTION_SMALLER,532,533,0.7704403400421143
900_70_1,INSERTION_SMALLER,676,677,0.9869427680969238
900_70_2,INSERTION_SMALLER,639,644,1.017784595489502
900_70_3,INSERTION_SMALLER,437,438,0.7111485004425049
900_70_4,INSERTION_SMALLER,431,432,0.7864925861358643
900_75_0,INVERSION,377,389,1.1215367317199707
900_75_1,TANDEM,430,409,0.9908556938171387
900_75_2,INSERTION_SMALLER,275,305,0.6733283996582031
900_75_3,INSERTION_SMALLER,544,549,0.8139224052429199
900_75_4,INSERTION_SMALLER,707,708,0.6971955299377441
1000_30_0,INSERTION_SMALLER,353,362,1.5572278499603271
1000_30_1,INSERTION_SMALLER,725,727,1.9607982635498047
1000_30_2,TANDEM,218,219,1.3505303859710693
1000_30_3,INSERTION_SMALLER,808,815,2.426788091659546
1000_30_4,INSERTION_SMALLER,315,316,1.9375832080841064
1000_35_0,TANDEM,661,663,1.9444489479064941
1000_35_1,TANDEM,829,830,1.3696658611297607
1000_35_2,INSERTION_SMALLER,575,580,1.6801562309265137
1000_35_3,INSERTION_SMALLER,325,327,1.0389907360076904
1000_35_4,INSERTION_SMALLER,330,331,2.432551622390747
1000_40_0,INSERTION_SMALLER,288,289,1.9456918239593506
1000_40_1,TANDEM,249,252,1.1087212562561035
1000_40_2,INSERTION_SMALLER,528,529,1.3312888145446777
1000_40_3,TANDEM,657,659,1.0390362739562988
1000_40_4,INSERTION_SMALLER,133,134,1.8585104942321777
1000_45_0,INSERTION_SMALLER,859,864,1.370030164718628
1000_45_1,INSERTION_SMALLER,519,521,1.5114665031433105
1000_45_2,INSERTION_SMALLER,626,650,1.2555582523345947
1000_45_3,TANDEM,412,394,1.2080674171447754
1000_45_4,INSERTION_BIGGER,552,553,1.2141203880310059
1000_50_0,INSERTION_SMALLER,199,208,1.3872008323669434
1000_50_1,INSERTION_SMALLER,748,758,1.0381860733032227
1000_50_2,TANDEM,538,494,1.0914576053619385
1000_50_3,TANDEM,395,367,1.299739122390747
1000_50_4,INVERSION,471,474,1.3036611080169678
1000_55_0,INSERTION_SMALLER,250,251,0.8747220039367676
1000_55_1,TANDEM,273,247,0.8379511833190918
1000_55_2,INSERTION_SMALLER,417,431,1.4325549602508545
1000_55_3,INSERTION_SMALLER,787,819,0.9233274459838867
1000_55_4,INSERTION_SMALLER,497,522,0.9621663093566895
1000_60_0,INSERTION_SMALLER,603,641,1.3324015140533447
1000_60_1,INVERSION,769,767,1.0509867668151855
1000_60_2,INSERTION_SMALLER,645,682,1.707787275314331
1000_60_3,INSERTION_SMALLER,425,426,1.188913106918335
1000_60_4,TRANSLOCATION,434,0,0.9566807746887207
1000_65_0,INSERTION_SMALLER,762,764,0.8366694450378418
1000_65_1,INSERTION_SMALLER,602,603,1.0007669925689697
1000_65_2,INSERTION_BIGGER,493,520,0.8373169898986816
1000_65_3,INSERTION_SMALLER,773,775,0.95526123046875
1000_65_4,INSERTION_SMALLER,278,282,0.9980177879333496
1000_70_0,TANDEM,550,551,1.052978515625
1000_70_1,TANDEM,474,477,1.1297674179077148
1000_70_2,INSERTION_BIGGER,649,667,0.7304067611694336
1000_70_3,INSERTION_SMALLER,248,249,1.164271593093872
1000_70_4,INSERTION_SMALLER,270,277,0.8707718849182129
1000_75_0,INSERTION_BIGGER,326,375,0.8099439144134521
1000_75_1,INSERTION_SMALLER,583,610,0.9909591674804688
1000_75_2,DELETION,426,425,0.8061623573303223
1000_75_3,TRANSLOCATION,774,0,0.8182075023651123
1000_75_4,INSERTION_SMALLER,594,619,0.7808704376220703
1100_30_0,INSERTION_SMALLER,224,226,1.7709546089172363
1100_30_1,TANDEM,703,704,1.7830619812011719
1100_30_2,INSERTION_SMALLER,952,955,2.222750186920166
1100_30_3,INSERTION_SMALLER,935,938,1.7491624355316162
1100_30_4,INSERTION_SMALLER,998,1006,2.2801671028137207
1100_35_0,TANDEM,265,226,2.2184550762176514
1100_35_1,DELETION,904,903,2.033458709716797
1100_35_2,INVERSION,299,298,1.4160566329956055
1100_35_3,TRANSLOCATION,422,0,1.1059176921844482
1100_35_4,INVERSION,836,835,1.4394378662109375
1100_40_0,INSERTION_SMALLER,929,931,2.111180067062378
1100_40_1,INSERTION_SMALLER,771,772,1.4948410987854004
1100_40_2,INSERTION_SMALLER,435,437,1.3768455982208252
1100_40_3,INSERTION_SMALLER,890,891,1.5168533325195312
1100_40_4,INVERSION,494,493,1.6047906875610352
1100_45_0,INSERTION_SMALLER,361,372,1.2170848846435547
1100_45_1,TRANSLOCATION,286,0,1.6184885501861572
1100_45_2,INSERTION_SMALLER,745,763,1.5568304061889648
1100_45_3,INSERTION_SMALLER,596,633,2.364333152770996
1100_45_4,INSERTION_SMALLER,659,661,1.529693365097046
1100_50_0,INSERTION_SMALLER,700,701,1.1620571613311768
1100_50_1,TANDEM,253,226,1.3085684776306152
1100_50_2,INSERTION_SMALLER,288,313,1.8998067378997803
1100_50_3,TANDEM,653,649,1.7577307224273682
1100_50_4,INSERTION_SMALLER,887,902,1.4569511413574219
1100_55_0,INSERTION_SMALLER,631,675,1.6869769096374512
1100_55_1,INSERTION_SMALLER,307,311,1.4629905223846436
1100_55_2,INSERTION_SMALLER,669,719,1.0875043869018555
1100_55_3,INSERTION_SMALLER,446,447,1.147247552871704
1100_55_4,INSERTION_SMALLER,820,841,1.1467421054840088
1100_60_0,TANDEM,210,211,1.6575982570648193
1100_60_1,INSERTION_SMALLER,720,741,1.4098825454711914
1100_60_2,INSERTION_SMALLER,859,860,1.0362300872802734
1100_60_3,TANDEM,742,744,1.146723985671997
1100_60_4,INSERTION_SMALLER,766,767,1.1310458183288574
1100_65_0,INSERTION_SMALLER,345,383,1.0715413093566895
1100_65_1,INSERTION_SMALLER,314,367,1.2584924697875977
1100_65_2,TRANSLOCATION,567,0,0.8756210803985596
1100_65_3,DELETION,373,372,1.208763599395752
1100_65_4,INSERTION_SMALLER,840,855,1.3738219738006592
1100_70_0,TRANSLOCATION,325,0,0.9151382446289062
1100_70_1,INSERTION_BIGGER,269,321,0.7993099689483643
1100_70_2,INSERTION_SMALLER,618,619,0.9496290683746338
1100_70_3,INSERTION_SMALLER,665,667,1.1479294300079346
1100_70_4,INSERTION_SMALLER,216,244,1.0034899711608887
1100_75_0,INSERTION_SMALLER,531,536,1.0886468887329102
1100_75_1,INVERSION,760,771,0.9444441795349121
1100_75_2,TANDEM,619,610,0.7849276065826416
1100_75_3,INSERTION_SMALLER,682,754,1.3749802112579346
1100_75_4,INSERTION_SMALLER,488,489,1.2263484001159668
1200_30_0,INSERTION_SMALLER,329,330,1.6681342124938965
1200_30_1,INSERTION_SMALLER,787,793,1.8192732334136963
1200_30_2,INSERTION_SMALLER,869,871,2.267416477203369
1200_30_3,TRANSLOCATION,1041,0,1.9867401123046875
1200_30_4,INSERTION_SMALLER,257,258,3.5077736377716064
1200_35_0,TANDEM,998,999,1.3838739395141602
1200_35_1,INSERTION_SMALLER,187,192,1.6501834392547607
1200_35_2,TRANSLOCATION,135,0,1.4647741317749023
1200_35_3,INSERTION_SMALLER,941,943,1.841468095779419
1200_35_4,INSERTION_SMALLER,173,174,1.9358601570129395
1200_40_0,INSERTION_SMALLER,322,342,1.854496955871582
1200_40_1,INSERTION_SMALLER,169,170,1.7392632961273193
1200_40_2,INSERTION_SMALLER,783,784,2.0633113384246826
1200_40_3,TRANSLOCATION,672,0,1.3647868633270264
1200_40_4,INSERTION_SMALLER,473,474,1.8350896835327148
1200_45_0,INSERTION_SMALLER,636,638,1.3641102313995361
1200_45_1,INSERTION_SMALLER,453,461,1.7792870998382568
1200_45_2,INSERTION_SMALLER,771,774,1.7236018180847168
1200_45_3,TRANSLOCATION,638,0,1.8539175987243652
1200_45_4,INSERTION_SMALLER,667,668,1.630950689315796
1200_50_0,TRANSLOCATION,783,0,1.1127173900604248
1200_50_1,TANDEM,516,515,1.3852927684783936
1200_50_2,INSERTION_SMALLER,537,538,1.1548166275024414
1200_50_3,INSERTION_SMALLER,645,669,1.2296810150146484
1200_50_4,INSERTION_SMALLER,724,771,1.6851305961608887
1200_55_0,INSERTION_SMALLER,357,407,2.139285087585449
1200_55_1,INVERSION,643,642,1.9697294235229492
1200_55_2,TANDEM,344,309,1.6047337055206299
1200_55_3,INVERSION,316,349,1.2920022010803223
1200_55_4,INVERSION,961,960,2.0664963722229004
1200_60_0,INSERTION_SMALLER,706,707,1.6491706371307373
1200_60_1,INSERTION_SMALLER,507,583,1.0785281658172607
1200_60_2,INSERTION_SMALLER,422,423,1.770937204360962
1200_60_3,TANDEM,623,587,1.1608984470367432
1200_60_4,INSERTION_SMALLER,886,887,1.3869152069091797
1200_65_0,TANDEM,793,762,1.0530376434326172
1200_65_1,INSERTION_SMALLER,808,855,1.872018814086914
1200_65_2,INSERTION_SMALLER,496,545,1.2618563175201416
1200_65_3,TANDEM,433,434,1.2760915756225586
1200_65_4,INSERTION_SMALLER,292,293,1.007868766784668
1200_70_0,TRANSLOCATION,239,0,1.2073016166687012
1200_70_1,INSERTION_SMALLER,952,953,1.2432241439819336
1200_70_2,TRANSLOCATION,405,0,0.9449877738952637
1200_70_3,INSERTION_SMALLER,634,638,1.3057432174682617
1200_70_4,INVERSION,320,334,1.1114017963409424
1200_75_0,INSERTION_SMALLER,611,619,1.1654906272888184
1200_75_1,INSERTION_SMALLER,765,824,1.2310206890106201
1200_75_2,INSERTION_SMALLER,861,862,1.1724598407745361
1200_75_3,TANDEM,776,731,1.08854079246521
1200_75_4,INSERTION_SMALLER,702,740,1.4881300926208496
1300_30_0,INSERTION_SMALLER,1131,1132,1.6408944129943848
1300_30_1,INSERTION_SMALLER,716,717,2.9005537033081055
1300_30_2,TANDEM,687,688,2.580275058746338
1300_30_3,INSERTION_SMALLER,728,729,2.0338690280914307
1300_30_4,TANDEM,253,255,2.849419116973877
1300_35_0,INSERTION_SMALLER,383,385,1.7296884059906006
1300_35_1,DELETION,687,683,1.5471184253692627
1300_35_2,INSERTION_SMALLER,586,601,3.454948902130127
1300_35_3,INSERTION_SMALLER,269,271,1.8615224361419678
1300_35_4,TANDEM,728,731,3.367770195007324
1300_40_0,INSERTION_SMALLER,735,759,2.7328569889068604
1300_40_1,INSERTION_SMALLER,1083,1109,1.7729473114013672
1300_40_2,TRANSLOCATION,366,0,1.4608652591705322
1300_40_3,INSERTION_SMALLER,329,373,1.526853322982788
1300_40_4,INSERTION_SMALLER,755,793,2.035224676132202
1300_45_0,INSERTION_SMALLER,813,836,1.6622095108032227
1300_45_1,INSERTION_SMALLER,1096,1098,1.7044146060943604
1300_45_2,TANDEM,685,688,1.834864854812622
1300_45_3,INSERTION_SMALLER,177,178,1.6879291534423828
1300_45_4,TANDEM,819,822,2.3425161838531494
1300_50_0,INSERTION_SMALLER,208,229,1.3407366275787354
1300_50_1,INSERTION_SMALLER,587,609,2.2306721210479736
1300_50_2,TANDEM,335,337,1.8582003116607666
1300_50_3,INVERSION,600,643,1.4795451164245605
1300_50_4,INSERTION_SMALLER,625,685,2.3174068927764893
1300_55_0,INSERTION_SMALLER,484,533,1.9573755264282227
1300_55_1,INSERTION_SMALLER,458,500,1.7721278667449951
1300_55_2,INSERTION_SMALLER,836,867,1.9358532428741455
1300_55_3,INSERTION_SMALLER,425,426,2.0522263050079346
1300_55_4,TRANSLOCATION,454,0,1.5863969326019287
1300_60_0,INVERSION,1008,1022,1.2039363384246826
1300_60_1,TANDEM,432,433,1.5320193767547607
1300_60_2,INSERTION_SMALLER,907,910,1.478837490081787
1300_60_3,INSERTION_SMALLER,396,403,1.710099458694458
1300_60_4,INVERSION,487,485,1.5481986999511719
1300_65_0,TANDEM,1007,947,1.599799633026123
1300_65_1,TANDEM,884,816,1.7167227268218994
1300_65_2,TRANSLOCATION,949,0,1.126744270324707
1300_65_3,INSERTION_SMALLER,1065,1097,1.4925034046173096
1300_65_4,INSERTION_SMALLER,979,1014,1.6420693397521973
1300_70_0,INSERTION_SMALLER,701,751,1.357795000076294
1300_70_1,TANDEM,1005,987,1.399188756942749
1300_70_2,INSERTION_SMALLER,319,346,1.094900131225586
1300_70_3,INSERTION_SMALLER,369,423,1.3410780429840088
1300_70_4,INSERTION_SMALLER,435,437,1.1459553241729736
1300_75_0,INSERTION_SMALLER,334,341,1.1714692115783691
1300_75_1,INSERTION_SMALLER,913,914,1.5182480812072754
1300_75_2,TRANSLOCATION,887,0,1.3173117637634277
1300_75_3,INSERTION_BIGGER,814,897,1.1790578365325928
1300_75_4,INSERTION_SMALLER,484,531,1.2627754211425781
1400_30_0,INSERTION_SMALLER,734,739,2.8336970806121826
1400_30_1,INSERTION_SMALLER,658,659,2.1938841342926025
1400_30_2,TRANSLOCATION,956,0,2.4270126819610596
1400_30_3,INSERTION_SMALLER,761,781,2.0458476543426514
1400_30_4,DELETION,464,480,3.0383286476135254
1400_35_0,DELETION,296,295,2.027174472808838
1400_35_1,INVERSION,498,497,2.9726059436798096
1400_35_2,INSERTION_SMALLER,1177,1178,3.3007378578186035
1400_35_3,INSERTION_SMALLER,603,611,2.0608110427856445
1400_35_4,TANDEM,224,217,2.236035108566284
1400_40_0,INSERTION_SMALLER,989,990,2.611339569091797
1400_40_1,INSERTION_SMALLER,166,173,2.429051637649536
1400_40_2,TANDEM,1185,1186,1.907829761505127
1400_40_3,INSERTION_SMALLER,721,752,2.5966529846191406
1400_40_4,TANDEM,538,540,1.7802605628967285
1400_45_0,DELETION,605,640,2.028773069381714
1400_45_1,INSERTION_SMALLER,1017,1050,1.6742231845855713
1400_45_2,INSERTION_SMALLER,1179,1189,2.422868490219116
