,type,start,end,time(s)
800_35_0,TRANSLOCATION,338,0,0.6848094463348389
800_35_1,TRANSLOCATION,258,0,0.550473690032959
800_35_2,DELETION,482,513,0.6830997467041016
800_35_3,DELETION,800,800,0.5774729251861572
800_35_4,DELETION,529,649,0.8827810287475586
800_40_0,DELETION,144,228,0.6118614673614502
800_40_1,DELETION,553,628,0.5381970405578613
800_40_2,DELETION,125,375,0.4339478015899658
800_40_3,TRANSLOCATION,220,0,0.5150268077850342
800_40_4,DELETION,403,591,0.5860471725463867
800_45_0,DELETION,434,506,0.6160175800323486
800_45_1,DELETION,442,630,0.6431369781494141
800_45_2,DELETION,604,672,0.7942075729370117
800_45_3,DELETION,427,615,0.59228515625
800_45_4,DELETION,342,492,0.7113838195800781
800_50_0,DELETION,331,459,0.626917839050293
800_50_1,DELETION,269,478,0.4575765132904053
800_50_2,DELETION,215,356,0.7066938877105713
800_50_3,TRANSLOCATION,411,0,0.4067118167877197
800_50_4,DELETION,264,320,0.5371425151824951
800_55_0,TRANSLOCATION,394,0,0.26445555686950684
800_55_1,DELETION,334,397,0.49253010749816895
800_55_2,DELETION,278,394,0.5382509231567383
800_55_3,DELETION,370,618,0.28505420684814453
800_55_4,DELETION,236,465,0.4587972164154053
800_60_0,TRANSLOCATION,355,0,0.25550341606140137
800_60_1,DELETION,800,800,0.45525312423706055
800_60_2,DELETION,210,459,0.35143589973449707
800_60_3,DELETION,429,572,0.5088269710540771
800_60_4,TRANSLOCATION,385,0,0.33399391174316406
800_65_0,DELETION,190,383,0.43288421630859375
800_65_1,DELETION,326,434,0.44654178619384766
800_65_2,DELETION,375,552,0.4978597164154053
800_65_3,DELETION,194,453,0.31023430824279785
800_65_4,DELETION,304,494,0.49428606033325195
800_70_0,DELETION,541,606,0.47550439834594727
800_70_1,DELETION,361,537,0.37595129013061523
800_70_2,DELETION,371,614,0.3339192867279053
800_70_3,DELETION,196,320,0.3704493045806885
800_70_4,TRANSLOCATION,476,0,0.36167097091674805
800_75_0,TRANSLOCATION,335,0,0.2539057731628418
800_75_1,DELETION,397,633,0.32446885108947754
800_75_2,DELETION,235,442,0.3026118278503418
800_75_3,DELETION,268,482,0.3350536823272705
800_75_4,DELETION,174,319,0.5729935169219971
900_30_0,DELETION,454,692,0.695380449295044
900_30_1,DELETION,461,685,0.7254137992858887
900_30_2,DELETION,75,338,1.1277289390563965
900_30_3,DELETION,252,523,1.0550320148468018
900_30_4,DELETION,251,326,1.209282398223877
900_35_0,TRANSLOCATION,414,0,1.1997628211975098
900_35_1,DELETION,402,562,0.9767165184020996
900_35_2,DELETION,349,538,0.642815351486206
900_35_3,DELETION,289,389,1.323432207107544
900_35_4,DELETION,445,586,0.9068069458007812
900_40_0,DELETION,681,792,1.0099201202392578
900_40_1,DELETION,114,396,0.6424429416656494
900_40_2,DELETION,117,281,0.805206298828125
900_40_3,DELETION,255,460,0.5973405838012695
900_40_4,DELETION,705,759,0.9073827266693115
900_45_0,TRANSLOCATION,189,0,0.8300611972808838
900_45_1,DELETION,252,354,0.7017199993133545
900_45_2,DELETION,141,235,0.6594674587249756
900_45_3,TRANSLOCATION,156,0,0.47481489181518555
900_45_4,TRANSLOCATION,289,0,0.47290825843811035
900_50_0,DELETION,159,255,0.6320323944091797
900_50_1,DELETION,509,649,0.6254336833953857
900_50_2,DELETION,260,496,0.5575692653656006
900_50_3,DELETION,342,495,0.6049270629882812
900_50_4,TRANSLOCATION,385,0,0.6342105865478516
900_55_0,DELETION,499,732,0.47528505325317383
900_55_1,DELETION,247,323,0.8670563697814941
900_55_2,DELETION,351,555,0.5899198055267334
900_55_3,DELETION,357,630,0.44868946075439453
900_55_4,DELETION,166,474,0.49199342727661133
900_60_0,DELETION,273,384,0.4748387336730957
900_60_1,TRANSLOCATION,239,0,0.5130224227905273
900_60_2,DELETION,350,618,0.4133436679840088
900_60_3,DELETION,342,529,0.47464489936828613
900_60_4,DELETION,216,329,0.6151740550994873
900_65_0,DELETION,212,344,0.5316181182861328
900_65_1,TRANSLOCATION,393,0,0.4554281234741211
900_65_2,DELETION,334,427,0.6145036220550537
900_65_3,DELETION,234,347,0.5774672031402588
900_65_4,DELETION,201,275,0.6186966896057129
900_70_0,TRANSLOCATION,687,0,0.29970502853393555
900_70_1,TRANSLOCATION,442,0,0.4050617218017578
900_70_2,DELETION,209,473,0.373368501663208
900_70_3,DELETION,279,488,0.3506157398223877
900_70_4,DELETION,299,523,0.4101097583770752
900_75_0,DELETION,263,554,0.382887601852417
900_75_1,TRANSLOCATION,500,0,0.41823816299438477
900_75_2,DELETION,378,673,0.31572723388671875
900_75_3,DELETION,400,622,0.3861682415008545
900_75_4,TRANSLOCATION,274,0,0.44689369201660156
1000_30_0,DELETION,454,684,0.7508482933044434
1000_30_1,DELETION,313,384,1.4066882133483887
1000_30_2,DELETION,99,253,1.51375150680542
1000_30_3,DELETION,529,810,1.030855655670166
1000_30_4,TRANSLOCATION,616,0,0.8147678375244141
1000_35_0,DELETION,627,792,0.7866096496582031
1000_35_1,DELETION,306,608,0.6483864784240723
1000_35_2,TRANSLOCATION,574,0,0.915074348449707
1000_35_3,DELETION,289,399,1.1668024063110352
1000_35_4,DELETION,318,630,0.892305850982666
1000_40_0,DELETION,365,649,0.5909616947174072
1000_40_1,DELETION,431,654,0.719069242477417
1000_40_2,DELETION,312,451,0.9286611080169678
1000_40_3,DELETION,165,398,0.9735894203186035
1000_40_4,TRANSLOCATION,582,0,0.7029151916503906
1000_45_0,DELETION,442,541,0.8506402969360352
1000_45_1,DELETION,235,306,1.2199852466583252
1000_45_2,DELETION,324,567,0.5349092483520508
1000_45_3,DELETION,513,779,0.7134945392608643
1000_45_4,TRANSLOCATION,702,0,0.6471357345581055
1000_50_0,TRANSLOCATION,671,0,0.6671638488769531
1000_50_1,DELETION,524,828,0.5627808570861816
1000_50_2,DELETION,481,632,0.5858607292175293
1000_50_3,DELETION,633,871,0.6745424270629883
1000_50_4,DELETION,356,587,0.6246800422668457
1000_55_0,DELETION,227,340,1.023223876953125
1000_55_1,TRANSLOCATION,671,0,0.6264657974243164
1000_55_2,TRANSLOCATION,485,0,0.4095499515533447
1000_55_3,DELETION,654,764,0.9344046115875244
1000_55_4,DELETION,400,616,0.5210509300231934
1000_60_0,DELETION,315,485,0.5517985820770264
1000_60_1,DELETION,619,748,0.49511241912841797
1000_60_2,DELETION,244,455,0.6817059516906738
1000_60_3,DELETION,210,489,0.48783063888549805
1000_60_4,TRANSLOCATION,260,0,0.37776780128479004
1000_65_0,DELETION,597,771,0.6498651504516602
1000_65_1,DELETION,324,571,0.620309591293335
1000_65_2,DELETION,229,415,0.571967601776123
1000_65_3,DELETION,655,722,0.7684788703918457
1000_65_4,DELETION,517,772,0.5320160388946533
1000_70_0,DELETION,480,745,0.4870305061340332
1000_70_1,DELETION,566,743,0.6185996532440186
1000_70_2,DELETION,297,490,0.5622515678405762
1000_70_3,DELETION,524,632,0.9774103164672852
1000_70_4,DELETION,526,696,0.4829559326171875
1000_75_0,DELETION,1000,1000,0.31725215911865234
1000_75_1,DELETION,354,652,0.35863661766052246
1000_75_2,DELETION,293,513,0.40799808502197266
1000_75_3,DELETION,191,492,0.5735764503479004
1000_75_4,DELETION,582,710,0.6574602127075195
1100_30_0,DELETION,431,676,1.1211941242218018
1100_30_1,DELETION,527,701,1.2161977291107178
1100_30_2,DELETION,271,596,0.8756437301635742
1100_30_3,DELETION,264,494,0.9614048004150391
1100_30_4,TRANSLOCATION,561,0,1.197427749633789
1100_35_0,DELETION,690,734,0.9563934803009033
1100_35_1,TRANSLOCATION,557,0,0.8854739665985107
1100_35_2,DELETION,135,229,0.9878025054931641
1100_35_3,DELETION,596,847,0.9218084812164307
1100_35_4,DELETION,621,771,1.132544994354248
1100_40_0,DELETION,352,666,0.6498713493347168
1100_40_1,DELETION,514,840,0.8148481845855713
1100_40_2,DELETION,347,568,0.81988525390625
1100_40_3,DELETION,225,584,0.9491066932678223
1100_40_4,DELETION,610,971,0.5471677780151367
1100_45_0,DELETION,741,838,0.7754526138305664
1100_45_1,DELETION,612,829,0.7852816581726074
1100_45_2,DELETION,163,434,0.9036335945129395
1100_45_3,DELETION,444,655,0.8507480621337891
1100_45_4,DELETION,639,745,0.880885124206543
1100_50_0,DELETION,450,771,0.7011525630950928
1100_50_1,DELETION,601,711,0.8520610332489014
1100_50_2,DELETION,288,439,1.2452518939971924
1100_50_3,DELETION,658,838,0.8386528491973877
1100_50_4,DELETION,630,798,0.8411831855773926
1100_55_0,DELETION,369,777,0.5227293968200684
1100_55_1,DELETION,354,437,1.213897943496704
1100_55_2,DELETION,517,824,0.7155182361602783
1100_55_3,DELETION,213,415,0.8370997905731201
1100_55_4,DELETION,677,743,0.8576169013977051
1100_60_0,DELETION,424,736,0.6960020065307617
1100_60_1,DELETION,683,870,1.03767991065979
1100_60_2,TRANSLOCATION,820,0,0.5052261352539062
1100_60_3,DELETION,179,492,0.8422141075134277
1100_60_4,DELETION,327,624,0.6368656158447266
1100_65_0,DELETION,573,827,0.590238094329834
1100_65_1,DELETION,332,650,0.5825760364532471
1100_65_2,DELETION,350,670,0.5125143527984619
1100_65_3,TRANSLOCATION,319,0,0.6585409641265869
1100_65_4,DELETION,524,881,0.5591621398925781
1100_70_0,DELETION,403,769,0.48914575576782227
1100_70_1,DELETION,218,444,0.6418700218200684
1100_70_2,DELETION,564,849,0.5188839435577393
1100_70_3,TRANSLOCATION,658,0,0.4513382911682129
1100_70_4,DELETION,1100,1100,0.6428346633911133
1100_75_0,DELETION,361,635,0.5070135593414307
1100_75_1,DELETION,542,802,0.5897293090820312
1100_75_2,TRANSLOCATION,538,0,0.7138051986694336
1100_75_3,DELETION,396,630,0.5367820262908936
1100_75_4,DELETION,498,698,0.44701695442199707
1200_30_0,DELETION,614,778,1.351820707321167
1200_30_1,DELETION,657,798,1.4607865810394287
1200_30_2,DELETION,247,565,1.217514991760254
1200_30_3,DELETION,832,896,1.8912904262542725
1200_30_4,TRANSLOCATION,1007,0,1.024444580078125
1200_35_0,DELETION,723,893,1.1403591632843018
1200_35_1,DELETION,506,873,0.6803336143493652
1200_35_2,DELETION,474,793,1.2503743171691895
1200_35_3,DELETION,684,1012,1.1491625308990479
1200_35_4,DELETION,282,538,1.9617183208465576
1200_40_0,DELETION,252,309,1.1742923259735107
1200_40_1,TRANSLOCATION,1039,0,0.9492614269256592
1200_40_2,TRANSLOCATION,197,0,1.0445055961608887
1200_40_3,DELETION,401,787,0.755401611328125
1200_40_4,TRANSLOCATION,201,0,1.2366328239440918
1200_45_0,DELETION,256,521,0.867936372756958
1200_45_1,DELETION,753,989,0.7533280849456787
1200_45_2,DELETION,322,737,0.6936397552490234
1200_45_3,DELETION,670,900,0.9581844806671143
1200_45_4,DELETION,860,996,0.8071470260620117
1200_50_0,DELETION,526,893,0.8318295478820801
1200_50_1,DELETION,398,716,0.7646691799163818
1200_50_2,DELETION,777,990,0.9429395198822021
1200_50_3,DELETION,266,612,0.9852867126464844
1200_50_4,DELETION,518,645,0.8298871517181396
1200_55_0,DELETION,450,569,1.0591864585876465
1200_55_1,DELETION,753,825,1.2440509796142578
1200_55_2,TRANSLOCATION,869,0,0.6888551712036133
1200_55_3,DELETION,282,674,0.7910366058349609
1200_55_4,DELETION,566,858,0.7997753620147705
1200_60_0,DELETION,205,458,1.1290323734283447
1200_60_1,DELETION,367,500,0.8353354930877686
1200_60_2,DELETION,576,927,0.7432694435119629
1200_60_3,DELETION,292,519,0.8648264408111572
1200_60_4,DELETION,568,717,0.872915506362915
1200_65_0,DELETION,545,772,0.7280580997467041
1200_65_1,DELETION,481,664,1.0875334739685059
1200_65_2,DELETION,609,986,0.8044919967651367
1200_65_3,DELETION,573,938,0.7063744068145752
1200_65_4,DELETION,508,911,0.6757218837738037
1200_70_0,DELETION,290,561,0.6194188594818115
1200_70_1,DELETION,348,578,0.9690847396850586
1200_70_2,DELETION,250,432,0.6843674182891846
1200_70_3,DELETION,469,722,0.8463375568389893
1200_70_4,DELETION,263,657,0.5680234432220459
1200_75_0,DELETION,292,499,0.9508841037750244
1200_75_1,DELETION,441,609,0.9435844421386719
1200_75_2,DELETION,484,604,0.7046916484832764
1200_75_3,DELETION,623,772,1.045959711074829
1200_75_4,DELETION,324,524,0.6893043518066406
1300_30_0,DELETION,135,180,1.6569876670837402
1300_30_1,DELETION,499,558,1.8045713901519775
1300_30_2,DELETION,910,978,1.764376163482666
1300_30_3,DELETION,529,595,1.3853285312652588
1300_30_4,DELETION,538,713,1.5947988033294678
1300_35_0,DELETION,360,501,1.5328216552734375
1300_35_1,TRANSLOCATION,517,0,1.0244228839874268
1300_35_2,DELETION,214,564,1.349348783493042
1300_35_3,DELETION,367,661,1.1136047840118408
1300_35_4,DELETION,817,1087,1.4101197719573975
1300_40_0,DELETION,476,898,1.252974033355713
1300_40_1,DELETION,599,650,2.0420544147491455
1300_40_2,DELETION,478,677,1.4020898342132568
1300_40_3,DELETION,545,874,1.1610207557678223
1300_40_4,DELETION,762,1019,1.0963025093078613
1300_45_0,DELETION,152,339,1.7177257537841797
1300_45_1,DELETION,581,977,0.7202141284942627
1300_45_2,DELETION,562,990,1.026366949081421
1300_45_3,DELETION,297,526,1.1956427097320557
1300_45_4,TRANSLOCATION,437,0,1.0632600784301758
1300_50_0,TRANSLOCATION,811,0,0.8133876323699951
1300_50_1,DELETION,418,808,0.9348554611206055
1300_50_2,DELETION,414,588,1.228348970413208
1300_50_3,DELETION,426,573,1.1928040981292725
1300_50_4,TRANSLOCATION,264,0,1.057793140411377
1300_55_0,DELETION,603,880,0.9101967811584473
1300_55_1,DELETION,435,759,1.2042739391326904
1300_55_2,DELETION,564,899,0.8176839351654053
1300_55_3,DELETION,371,724,0.9992902278900146
1300_55_4,DELETION,369,620,1.1730995178222656
1300_60_0,TRANSLOCATION,657,0,0.7255821228027344
1300_60_1,DELETION,448,900,0.8339352607727051
1300_60_2,DELETION,475,683,1.0769174098968506
1300_60_3,DELETION,434,795,0.8380753993988037
1300_60_4,DELETION,678,895,1.1297569274902344
1300_65_0,DELETION,244,371,1.4678020477294922
1300_65_1,DELETION,395,504,1.4333736896514893
1300_65_2,DELETION,364,684,0.969423770904541
1300_65_3,DELETION,449,640,0.8959331512451172
1300_65_4,DELETION,818,943,0.7992846965789795
1300_70_0,DELETION,342,796,0.726123571395874
1300_70_1,DELETION,708,1013,0.7701947689056396
1300_70_2,DELETION,653,1077,0.8487868309020996
1300_70_3,DELETION,782,987,1.0592420101165771
1300_70_4,TRANSLOCATION,673,0,0.8396472930908203
1300_75_0,DELETION,827,990,0.8375771045684814
1300_75_1,DELETION,416,646,1.15390944480896
1300_75_2,TRANSLOCATION,835,0,0.991523265838623
1300_75_3,TRANSLOCATION,235,0,0.7373929023742676
1300_75_4,DELETION,246,583,1.0037579536437988
1400_30_0,TRANSLOCATION,766,0,1.8679239749908447
1400_30_1,DELETION,1011,1092,1.6531121730804443
1400_30_2,DELETION,234,520,1.451350212097168
1400_30_3,DELETION,600,1039,1.398571491241455
1400_30_4,DELETION,773,956,1.4741613864898682
1400_35_0,DELETION,582,688,1.7454962730407715
1400_35_1,DELETION,880,1099,1.409085988998413
1400_35_2,DELETION,571,908,1.3556644916534424
1400_35_3,DELETION,326,517,1.706949234008789
1400_35_4,DELETION,1400,1400,1.3183038234710693
1400_40_0,DELETION,718,1175,1.0782134532928467
1400_40_1,DELETION,514,791,1.2740800380706787
1400_40_2,DELETION,890,1163,1.352712869644165
1400_40_3,DELETION,680,1005,1.219266414642334
1400_40_4,DELETION,1034,1229,1.5760343074798584
1400_45_0,DELETION,366,627,1.6384069919586182
1400_45_1,DELETION,423,660,1.3683218955993652
1400_45_2,DELETION,1158,1225,1.2856523990631104
1400_45_3,DELETION,824,1115,1.230715036392212
1400_45_4,DELETION,286,686,1.4071776866912842
1400_50_0,DELETION,364,797,0.795565128326416
1400_50_1,DELETION,564,916,0.8655192852020264
1400_50_2,DELETION,933,1074,1.3431096076965332
1400_50_3,DELETION,773,1066,1.2448968887329102
1400_50_4,DELETION,928,1156,1.2351047992706299
1400_55_0,DELETION,503,783,1.0312037467956543
1400_55_1,DELETION,600,710,1.277104377746582
1400_55_2,DELETION,358,729,1.3171720504760742
1400_55_3,DELETION,587,750,1.4275119304656982
1400_55_4,DELETION,639,807,1.230578899383545
1400_60_0,DELETION,510,693,1.1843345165252686
1400_60_1,DELETION,495,976,0.8312506675720215
1400_60_2,DELETION,411,819,1.0882246494293213
1400_60_3,DELETION,822,1022,0.946591854095459
1400_60_4,DELETION,314,528,0.8197104930877686
1400_65_0,DELETION,365,785,1.2352309226989746
1400_65_1,DELETION,326,804,0.8042802810668945
1400_65_2,DELETION,734,945,0.9277958869934082
1400_65_3,DELETION,771,1064,0.7767636775970459
1400_65_4,DELETION,570,1016,0.6812136173248291
1400_70_0,DELETION,467,681,1.4048466682434082
1400_70_1,DELETION,390,781,0.9048426151275635
1400_70_2,DELETION,401,912,0.8892822265625
1400_70_3,DELETION,666,870,1.286125659942627
1400_70_4,DELETION,390,898,0.7331271171569824
1400_75_0,DELETION,714,1090,0.788804292678833
1400_75_1,DELETION,533,872,0.8755393028259277
1400_75_2,DELETION,320,763,0.6755928993225098
1400_75_3,DELETION,762,969,1.221496343612671
1400_75_4,TRANSLOCATION,845,0,0.841172456741333
1500_30_0,DELETION,726,1084,1.5719501972198486
1500_30_1,DELETION,1068,1142,2.187762498855591
1500_30_2,TRANSLOCATION,1023,0,1.414748191833496
1500_30_3,DELETION,500,962,1.3885719776153564
1500_30_4,DELETION,223,288,2.905759334564209
1500_35_0,DELETION,766,1255,1.2278509140014648
1500_35_1,TRANSLOCATION,615,0,1.6755824089050293
1500_35_2,DELETION,248,561,2.3921077251434326
1500_35_3,DELETION,309,461,1.8246386051177979
1500_35_4,TRANSLOCATION,847,0,1.4830999374389648
1500_40_0,DELETION,505,957,1.5194799900054932
1500_40_1,DELETION,816,988,1.7902960777282715
1500_40_2,TRANSLOCATION,935,0,1.498033046722412
1500_40_3,DELETION,490,786,1.3498404026031494
1500_40_4,DELETION,766,1008,1.7922296524047852
1500_45_0,TRANSLOCATION,721,0,1.3897247314453125
1500_45_1,DELETION,610,1051,1.6320264339447021
1500_45_2,TRANSLOCATION,1254,0,1.4104366302490234
1500_45_3,DELETION,435,528,2.033874988555908
1500_45_4,DELETION,295,695,1.6021857261657715
1500_50_0,DELETION,616,958,1.0871467590332031
1500_50_1,DELETION,584,976,1.1312294006347656
1500_50_2,DELETION,585,1064,0.9835169315338135
1500_50_3,DELETION,584,780,1.3989040851593018
1500_50_4,DELETION,252,456,1.229921817779541
1500_55_0,DELETION,419,835,1.3189549446105957
1500_55_1,DELETION,763,1225,0.9499456882476807
1500_55_2,DELETION,329,469,1.3750219345092773
1500_55_3,DELETION,675,1173,1.1273813247680664
1500_55_4,DELETION,1024,1137,1.2318711280822754
1500_60_0,DELETION,830,1123,1.575547695159912
1500_60_1,DELETION,859,987,1.7610688209533691
1500_60_2,TRANSLOCATION,522,0,1.2983207702636719
1500_60_3,DELETION,720,1177,1.0330023765563965
1500_60_4,DELETION,669,1086,1.0693809986114502
1500_65_0,DELETION,674,849,0.9944558143615723
1500_65_1,DELETION,673,979,1.1000280380249023
1500_65_2,DELETION,330,834,1.006302833557129
1500_65_3,DELETION,838,1232,0.8806750774383545
1500_65_4,DELETION,683,1192,1.1867940425872803
1500_70_0,DELETION,612,1167,0.7949140071868896
1500_70_1,DELETION,566,979,0.9637229442596436
1500_70_2,DELETION,372,839,0.9237091541290283
1500_70_3,DELETION,424,538,1.2754130363464355
1500_70_4,DELETION,422,920,0.8440580368041992
1500_75_0,DELETION,987,1145,1.2355172634124756
1500_75_1,TRANSLOCATION,927,0,1.0721557140350342
1500_75_2,DELETION,365,503,1.1990869045257568
1500_75_3,DELETION,347,742,1.1927556991577148
1500_75_4,TRANSLOCATION,870,0,0.6855919361114502
1600_30_0,DELETION,454,839,2.133263111114502
1600_30_1,TRANSLOCATION,777,0,1.569166660308838
1600_30_2,DELETION,217,447,2.1360957622528076
